Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
9.....826...1..7...4..6..59..752..9......768.....4...2.687.4......6.2.....9.8....,27,42,12,0,0,0,0,0,0,Easy
...9.1.2...........2...7..1618.93..7...7..6...3.84.1...7...48..1.......3.9.2.....,25,39,16,1,1,0,0,1,0,Expert
.2...5..678..4......571.2.........8......31........4.3..72.65..2...346.....5....4,25,43,12,2,0,0,0,1,0,Expert
...1....2...695.7..6.2..4...5...7...2.....1.76............24351.3.........9.51...,24,45,12,1,0,0,0,0,0,Intermediate
.24.6..7......84.2........8..2.4..67....2....678.3...1...17...6.9........6....3.4,25,40,16,1,0,0,0,0,0,Intermediate
.7.......6....81..4.....72.....26.9.3...7.2....749.3.193.6.....8....2.....4...8..,25,33,22,0,1,1,0,1,0,Expert
9..4..8.........36.8....9.....26..7.4....7.92.76....1..4....26...9.1.3.7..78.....,26,40,15,3,0,0,0,0,0,Intermediate
2.4.6.3....9.......8.2..9..41...5.........1.68.6.4....15....82..9.13.............,23,37,21,1,0,0,0,0,0,Intermediate
..3...78.5..7..6.9.......2..56...4...........9.463....3....2.688.....27...9.57.4.,26,35,20,0,0,0,0,0,0,Easy
2..1...7.1.3...5..6..25...3....3.8..7.5..8.....9.......629....5...5....2......71.,24,38,19,0,0,0,0,0,0,Easy
92..85..71....42..5...1...4....9...6....47198.7..6..4...6.......9......54.....7..,26,40,15,3,0,4,1,0,0,Intermediate
..2.749....6...51.1.......7.5.3...74.....5......64.3.....7..6......3275...4....93,26,37,18,0,0,3,1,0,0,Intermediate
.7...1..9..9.2.83.....5...7........59...8.7....74....18..7...421..3.........92...,24,47,10,0,0,0,0,0,0,Easy
.6...5..........6.42..7...17...2..4515.6.4.9.2..........59...18......2........674,25,60,19,2,0,0,0,5,6,Expert
..3..8.45...452.8....9.............2.8....47..7..4..3.8.1.3..........9.8.9.7...5.,24,46,19,1,0,0,2,3,2,Expert
.5.1...9.37...94.....56.71.89.......6..8.1.5.5...3..4.....5....783.............3.,25,39,16,2,0,0,0,1,0,Expert
......3.4.3.6...8.4....8.1...........5.8.9...2.......69...3.8.1..4....5.12..46..3,24,38,19,0,0,0,0,0,0,Easy
14....69..96.....5.7.......4..1.2........79..75..4..123...5.7.....6..52.........4,25,46,22,2,0,0,1,3,2,Expert
........9...3.871....1.5..3..6489....5....38.4...7..9...1...5..5.87.....73.......,25,39,26,1,0,0,0,2,2,Expert
..1...7..53...6..1......345.43...57295..47.6.1..........7..94..........76...5..3.,27,46,8,0,0,0,0,0,0,Easy
..84..5....4...76.91......45.7.6...9....3..1.86............6.......5.1.7.45.1....,24,49,22,2,0,2,0,4,6,Expert
..5289....4.........26........96328.......4..8..5...79.63.2...7..........7.3.5.9.,25,53,7,1,1,1,0,3,2,Expert
.6..2...8..85....9....38...4..25...72.....39..96.4.5....5...7..3.7....6..2.......,25,52,4,0,0,0,0,0,0,Easy
..487.1..5....1.6...3..9.....1.4......67...5.7...3............7.4....6....916.3.4,24,69,21,5,0,0,1,5,4,Expert
95.1..6.21....4.......58..9..2...1..8.4....6....7.2..4.9...5.2....6.....64.....5.,25,27,27,2,0,0,1,2,0,Expert
..8...2.7.5.8..43.1.3.72.89..92...45..............3...9...4..7.....295.8..71...9.,28,50,3,0,0,0,0,0,0,Easy
.....5.2..8.1..34.....275..37..8......84.1.7..4....9.243.....1.1.........5.......,24,38,16,0,0,0,0,3,0,Expert
25...78.....8...6.61..2...4...2.1....95...6....2.......6.9...1.4..682......4.....,24,47,10,0,0,0,0,0,0,Easy
2.1....5..84.1.67...64.5.......81.........9...1..4....72..9..8.....2.74....67....,25,46,10,4,0,0,0,0,0,Intermediate
.26..457.14.........9....8....7.1..5.72....98.......6..5.9..6..4...57......61....,25,136,26,1,0,5,0,9,10,Expert
.5...1....8.2......3..75.1....3.82...1...6.5..........4..1..5.2..3.8.7..5.74.3..6,26,47,8,1,0,0,0,0,0,Intermediate
.3....79..72..8.....9.2..6..9.8.2...1.5........837....3.........876........1.537.,25,33,23,0,0,0,0,0,0,Easy
.9.83......2....96...1....23...........3..42...........23.6..1.8..4.....6.4218..5,24,48,9,0,0,0,0,0,0,Easy
.....49..7.......8.8..53.....9..2....4..3..1....7..29...524....372...5....1......,23,30,28,0,0,0,0,0,0,Easy
.......9...6..8.........517..914.3.8....5..4.46......9..54......1..8963.7........,24,50,7,0,0,0,0,0,0,Easy
....5...248.........641.5..86.....2..9..4...3..3..9.6..4.32.1..........591.......,24,51,19,0,0,2,0,4,2,Expert
8....6...13.58.6..4.9...18..4...5....8..6...4......56.59.81.43.3....28...2.......,28,45,8,0,0,0,0,0,0,Easy
..4..5....287....4.6...3............3.....7.......82.6...4...7.4..86..32..5.3.1..,23,39,19,2,0,4,0,0,0,Intermediate
8.......6.7.........4.71....98....5..1.......3.5.49..1.....47.....1..9647.35.....,24,44,13,0,0,0,0,0,0,Easy
.59..7.2.........827......1..4......1.59..8.....2..1...9.81.25....7....43.8.2...7,26,88,26,3,0,6,1,6,10,Expert
....3..7..29.......67..2.4.8.4..9....3..17..2.......3..7.8...16...6....74.....9..,24,33,24,0,0,0,0,0,0,Easy
...24...8.63..5.1.4..1.6..2.7.........5......6....2....82..17.....37...1..64...8.,25,48,8,0,0,0,0,0,0,Easy
.4...7....5.8....92.8..6......7....5...1....896...5.....6..859...1.....4..791.8..,25,31,23,0,0,1,0,2,0,Expert
.......26..5.17.8...73.....3.6.8.4...5.73......1.54.6...3....7.......6.2....725..,26,36,17,0,2,2,1,2,0,Expert
1...65.7.6.8.7..95.....8.4...4..7..158.61.3.7...53....4.1........31.....7........,27,54,0,0,0,0,0,0,0,Simple
2..47.......1....49...6.521.5.91.3..4....5.9.....276....7..6..................213,25,44,12,0,0,0,0,0,0,Easy
7.4......8.9.6.4..1...83....7.......94.3..1....8.9..32...8......9.2...13......79.,25,38,23,0,1,2,0,3,2,Expert
9....783.4.163..59............9..4.1.......83....4.......5..6.7..74......48.6.9..,25,41,15,0,0,0,0,0,0,Easy
....1...88..7.2.4.9.2.4..5.......1.27.9........5..4...17.5.8.26.6.........8......,24,40,17,2,1,2,0,0,0,Intermediate
9.4.........79..2..1.....6843.....1..7..3.2..2......4...6.....274.6...3......81..,24,45,12,0,0,0,0,0,0,Easy
6..8.1.7..1.2...4.9.26.418...47.9..3..............6..419...7....2..3.......9..8..,26,47,8,0,0,0,0,0,0,Easy
..46.3.......5.....9.81.45..1.4.537.3...8.54.......9.17....6.......4..6....5.9..7,27,42,12,0,0,0,0,0,0,Easy
......3....9134........5....157.923..32.4....89....4....8..19.....45........721..,26,53,2,0,0,0,0,0,0,Easy
8.....63.9....3.85......7.9...2..19.1.76..32...........9.381.5...17......3.59..7.,28,31,21,0,1,2,0,1,0,Expert
...8..3...3..9...8.2..74.........485..8.29.76.7........5......3....638.2...9.2.6.,26,47,8,0,0,0,0,0,0,Easy
..6..9.7....3..5...54..7....89....65....3.......2..347....6..93......8..697....5.,25,26,30,0,0,2,0,0,0,Intermediate
....2..1.6.17......82.3.6.99.8.......6..7....734..9...4..8..9.6.194....2......1..,27,52,2,0,0,0,0,0,0,Easy
2.....8.984..9...7......4..18..4.....2...1.3.79.3.8..........1.....573..5.....9..,24,30,26,2,0,1,0,1,0,Expert
....4..75....27......3...4.1..4.9....5.....1..7.8..4.9.2......7.1.73...4.9...528.,26,40,15,1,0,0,0,0,0,Intermediate
14..26..55...3..2.8......67.3.8.1.7......3......652.34..7.8...........46...4.....,26,46,9,0,0,0,0,0,0,Easy
.6...9.8.1..8..67..8...3..5.5.....4.9.7.581....173......6......4.936...........5.,26,46,9,0,0,0,0,0,0,Easy
.36....2.1.8.........4.9...3......5....6....4.8..3...1..92....8....96..2..58.194.,25,46,10,0,0,0,0,0,0,Easy
.1.4...9...29.7.86..9.8.4.37.38.914...1...2.......2....6........9.3.8...3...4....,27,42,12,0,0,0,0,0,0,Easy
5....1....4..76.......4...74....5.72721.84.6...63...8.....6...........3...2.5..14,26,45,10,3,0,0,0,0,0,Intermediate
....7.2.......5.74..63.....6.3....4.1......97....5.1...9...35...2.....1.4...1...9,23,43,15,0,0,0,0,0,0,Easy
........162..13.59..9...62...1..57...7..29...5.87.6.......6.1.7..........1..8.3..,26,44,10,0,0,3,0,1,0,Expert
.75.......8......11......2.4..75.93.......4......3...7..498.2...52.4.8..8....31.9,26,45,10,0,0,0,0,0,0,Easy
...7.2......85...2..5.6.17..7..96....8....73..9.3...2.1...3...5.............15.68,25,56,0,0,0,0,0,0,0,Simple
....9..7..4.5........6.3..276.1..94.42.....5......47.....46..93.1.732............,25,66,4,0,0,1,0,2,2,Expert
...6.7...5..2..4..........5.3.18.2..1....5..3.2846..5.....1..42...5..7..68.......,25,53,10,3,1,3,0,4,2,Expert
...6.4...6..9.........182....736............49.6.71...2.1..7....6.2..9..4.8....7.,24,34,23,1,0,0,0,0,0,Intermediate
.8.....2...69.34....2..49....4.9..811.....2..3......9.....12....4..87...2..34....,25,30,26,0,0,0,0,0,0,Easy
9.1.....8...529..4.2...7...........6....1.....1649...7.49.627....8...56.......8.2,26,49,14,0,0,0,0,2,2,Expert
..7..........1.5.....3......5...6.2..2.53.6..1...72..4..6...4.3.7..4....49..5.271,26,40,15,1,0,0,0,0,0,Intermediate
..7.1....2...5.1.......4..6......3.4..9..7..2...291.7.....79...76.4....54..6.....,24,35,22,0,0,0,0,0,0,Easy
...6.....4.1........8......9.23....836.9...7..8..1.2..2...9.6.....4..9......21..4,23,43,15,1,0,0,0,0,0,Intermediate
.......1.....7..62...3649.7.2..41.............7.2....57...26..........7316...3.94,25,49,7,0,0,0,0,0,0,Easy
4.5.6.1....6...5.217.........784..61.3..57.8.......2..7..1....82..4...........4..,25,46,10,0,0,0,0,0,0,Easy
.48...........3.9.9..6...4.6...4...91.....5.2.2.1.9.3...1.5.......23......5914...,25,45,9,2,1,0,0,2,0,Expert
9...8......4..1.571..3..42..1.2..5..8....5.3953.....7....5....3...8..2......1...4,26,50,5,0,0,0,0,0,0,Easy
.6........1....7.5..5..1.8..2...5.3...689....1.87..6......32.....9.......82....59,24,38,19,0,0,0,0,0,0,Easy
.9.8.1...8..27......2..5........6.123.1...5....67.3...6....2......1...8.285......,24,31,26,0,0,0,0,0,0,Easy
....76.9.......7.3.4.21...82..8........7....9.....1...63..8.1.2..1.4..87.9......6,25,41,15,1,0,0,0,0,0,Intermediate
....7.......3.91.47.....9.2.75.2.....28...71.1.4.......53.48...9...........9.7..5,25,36,20,0,0,0,0,0,0,Easy
...3.7..9...1.6.....5.9.2...9...8....1..6...5..2...83.2.37...1........9.....3.58.,24,29,27,1,0,0,0,1,0,Expert
..2.4.7.....23.8146...9.2..214.8.9...........8.....3.1.....9.3.48..1.69.......4..,27,35,19,0,0,0,0,0,0,Easy
8..2...6.6...9..72...76......59.......7.5........2....1.3...78.56.....21..9.1...5,25,67,11,1,0,0,0,4,4,Expert
.6.3...2.....1....31.97.8.6........37..6...14.....16.........7.98.76..4..2...4..8,26,49,9,3,1,0,0,2,2,Expert
......8232...4..5...9............692.26..83.434.......8.16....5..........5.32...8,25,45,10,2,0,2,1,1,0,Expert
....7.9.6....91.5..4...5........35..95..8.417......8.9....34.81..7.....3......6..,25,43,13,1,0,0,0,0,0,Intermediate
....7.5.2..29..17..4..5.9..2.......9.8.......1..849....9.61............656...871.,26,56,12,0,1,1,0,2,2,Expert
..5.8...7....7.5.3..63...19.8.6..4..5.9..4..1....5....36...9.8............7....35,25,44,11,0,0,0,0,1,0,Expert
1...7..26...9.641.6.8...9....6..3.....7.....4......8.98..6....7...14...2.4..3....,25,67,15,0,0,2,0,6,6,Expert
...6....58.....173....1..9..7..3..5.6.19.......85.17...9....3..4......69...4...8.,25,45,14,1,0,1,0,3,2,Expert
3....6....4.15.6..6..84...1..3..4...2..56.7..4....15.....73...5..8.......26....8.,26,46,9,0,0,0,0,0,0,Easy
.5....64.4...8.......7........5.91....9..143816......9.......87.8.3..5...4...591.,26,80,17,2,1,4,1,5,4,Expert
.......4.6...7.........19...7..8.51...1....94...7.2..6...29....2..4.56....4....7.,23,50,8,0,0,0,0,0,0,Easy
1..47.5..7...6...4...9....24.56.............89..7.5.1.......7....1....9.....4...6,22,31,27,0,0,2,0,1,0,Expert
.......8.8...4..26.7.1..4.....8.4.9.....9.2.3....13..7.8.36......69.213......1...,26,61,3,0,1,0,0,3,2,Expert
3...7.....4.....7216..395..6.........1..9724.7...4..5.5..9...61...6.5............,25,43,13,0,0,0,0,0,0,Easy
.4......7..5...8.9.........7.1.......298...4..6.2.91...5...8.91...9.56...84.7....,25,50,16,0,0,1,0,2,2,Expert
.....9..2.5...1.499..74.18.798..2..6........5.6..7..9..7......4....5..2......86..,26,50,5,0,0,0,0,0,0,Easy
.2.6...8..79.2..45.....8.93458..3..6..3.8.....6......4..6.5...99..........4......,25,62,15,1,0,0,1,5,4,Expert
32..54..7.96.......5..9823..43..6.........784.....2..6.......6..7..2..4.........9,25,45,11,0,0,0,0,0,0,Easy
.1...35..82.9.46........98.2........9.4362..1.....1.686......3..4.....2..9....8..,26,46,9,0,0,0,0,0,0,Easy
8.3.....1....2........5......9.6.3.863.5...92.8...71....13.6.5.2...7...9.7....8..,26,52,3,0,0,0,0,0,0,Easy
.67..4...1.9.2673.25.9......7.........4.6.5.7......3.1...37.9.83.6.......2.......,26,50,9,2,0,0,0,2,2,Expert
4.1....3..8.....5.....6.8....2.39..4.4..8......3.52.182......9.......4..36.1.....,24,32,25,1,0,1,0,0,0,Intermediate
.65.....2....3.........1.95..17.5...2..6.9.........12..7......3156.9........54.7.,24,36,21,0,0,0,0,0,0,Easy
6....13..1..7..49.4...9.5.....5..1.2...4.9.......17.6.............3.2.5.2.5.7.631,27,48,6,2,0,0,0,0,0,Intermediate
.68..21...5.6.........4..2....23.9..58..1...2..3...65....48.........3.4......1..9,24,174,18,2,4,2,0,16,26,Expert
8.4...1.7..1....4...........8....4.97...2....2.58.3......3..5.15.3..7....2..59...,24,44,13,1,0,0,0,0,0,Intermediate
.2..3.6.5............5.7...8..1.62...6....5.4...754...61.....2375...38.6.32...7.1,29,52,0,0,0,0,0,0,0,Simple
.2..1....9..3.4.....48...1.....681.2......4..3.9.4.78....1.76...8...3.9.......2..,25,43,13,1,0,0,0,0,0,Intermediate
..4.....19...5..38..8..16......23....26...............5...9...6..1.3.2.9.6..45.83,25,47,8,0,0,2,0,1,0,Expert
...6...4.....54.36......1............38.72.1.742.....3...1.....3..587.....14.687.,26,47,8,1,0,0,0,0,0,Intermediate
4....8........2....783.......39....2.95..3.7.1...2.4....2.37.9..8.......9..1.4...,24,53,4,0,0,0,0,0,0,Easy
..1..5.4..4.8..2.5.85..31............3.4..8...52......6...8.72....3..4..3.862.5..,27,38,16,0,0,0,0,0,0,Easy
....4..26......9.189....3...86...4.2.4.6..81.5......6...3...1.4..5..1....6.5...3.,26,46,9,0,0,0,0,0,0,Easy
3..2..5......4.....27..69.....6.......239....45..7.......7.3.5..9....7.6..8.5.24.,25,73,21,3,1,0,0,6,6,Expert
..2..4...59.821.4....3.9....2.4..38.3.....9.5.......2.8.........4....89.975....1.,26,34,21,0,0,0,0,0,0,Easy
..3.8.19..7413..............8.......5.......7..245..1....3.7..44........8..2.9..5,23,41,16,1,2,3,0,1,0,Expert
5816............1.6..9.........28.9.9.7........371.2..16...38...35...7.....5.....,24,49,8,0,0,0,0,0,0,Easy
......1...3..278..7...4.......4...2...1......8..2.96..4..6...8.....3..721.9.....6,23,34,24,0,0,0,0,0,0,Easy
9.8...3...7.36..2..2.....6.......93...........9..7.2..21..8..4.6...27.......41.7.,24,43,14,1,0,0,0,0,0,Intermediate
..59.....47.2.3.....6.4.35..5....4..9.2......1...9.....61.7..3.........7...4.619.,25,36,20,0,0,0,0,0,0,Easy
....2.9.54........65.....1.5938......2..5.19....4..8...6...4........8.62148......,25,52,4,0,0,0,0,0,0,Easy
.........19...54.......1.69..4...6.358....1.....6...428.5....34.41......26..8..5.,26,59,12,1,0,2,0,3,2,Expert
.7....635..64......2...........35....52.1.7.....2.7..9...19........4.17..14..25.6,26,44,11,0,1,5,1,0,0,Intermediate
4372.1.8....3..5.2....9.1..29......354...9..7..8.......7.....9.........5129..8...,26,39,16,0,0,0,0,0,0,Easy
..31..9.8.96..3.14.8...5..3...7...6.....59....1....8.9....3..5......1.96...67.1..,27,54,0,0,0,0,0,0,0,Simple
7....5681..8.3...4...6.......48...16............3.79.84........8...93..55...6.7.3,26,43,12,0,0,0,0,0,0,Easy
..2.......1..6.........1.59..7..9.8...1...6..32.85....5.....9.2.6.72.....7......3,23,47,11,1,0,0,0,0,0,Intermediate
...96....15.78.......1.........587...2....64.....1.2..67....1..5.1...87...9.....2,24,42,15,0,0,0,0,0,0,Easy
1.7.9..8.26.8...9.......76.3...791.......1......3.........1.84...24.36....398..1.,27,36,18,0,0,0,0,0,0,Easy
..........1..67......1......7.31.5.6..8...91..6..95.73..4...89.9...3...4...4...67,26,45,10,0,2,1,1,0,0,Intermediate
...9.5.......1.9.2.6...3.8.7.6...5...8........1...7.....9.8.3..3...7...51......27,23,35,23,0,0,0,0,0,0,Easy
3..659.......4....6....74.1...5.39.........149....6....917...5..6..2....735.6.2..,27,40,14,1,0,0,0,0,0,Intermediate
...29.36...983....8........58...791.2.3..1.8..9......7..2..3.......6.5...5.1.....,25,43,12,2,0,0,1,1,0,Expert
4.73......2.......158.2.7....9...4.....4.....2..51..3....2.58.9.9..3..5....7...4.,25,41,15,0,1,1,0,0,0,Intermediate
.75..6...46...1...8.1.7..9..246.95.8.......6.6..1..94......5...2..7....5.......17,27,54,0,0,0,0,0,0,0,Simple
6.19....8....31......86...7.2.1.7.5.....9.......286....5........9...2.35217.....9,26,51,4,0,0,0,0,0,0,Easy
......167.237....8.....8..2..537......41.6.2.8......4....4..58...6.52.....7.1....,26,34,21,0,0,0,0,0,0,Easy
.6...3....8.1.4..5....9.1...1..86.7..3.......4........7...6841.6....15..3..54.9..,26,58,16,2,0,1,1,2,2,Expert
.4..5...1....16.24.....467....39.7..2...41.6..39.62.4.1..........7...39..........,26,39,16,0,0,0,0,0,0,Easy
6..2...74.....4........3.6.8.7.....61..7.....4.31..8.........123216.5.4.5........,25,39,17,1,1,5,0,0,0,Intermediate
..85..7......9....65.......5..4...8.9.6.731...318..9.......5.7.....6...1....81.46,26,46,9,0,0,0,0,0,0,Easy
8..3....9.65....2...41....352...86..4...31.....8..5..49....2......8.....1.2...8..,25,43,13,0,0,0,0,0,0,Easy
...96.......1.5.345....8.67.84.....963.......75....1.3...6.3..5...8.1......5...8.,26,45,9,1,1,3,0,1,0,Expert
.......48..41.....7..36........28.51.6.7..4...........3.284.5.71....3.8......5..2,25,47,8,2,1,3,0,1,0,Expert
.46.....1..9...8.3.8...5.4........34....8.7.....7..1..3.....518...13..9...8.7...6,25,45,26,1,0,3,0,6,6,Expert
.....1....83..9..4.52.6.1...2.6.8.........3.15.8......9.681.2..2....3.......4...9,25,59,20,8,1,2,0,2,2,Expert
..8..9..7...481..5...6...1.24...7158..5......67........6......11...2.57.827......,27,34,19,0,1,0,0,1,0,Expert
...415..........9.......5....1.3...7.8..4.2....9...83.4...723..........1.2.958.4.,24,57,0,0,0,0,0,0,0,Simple
5..97...6.......78...2...4.....8...4.9....5....3.24....47...3..386.4......56.....,24,32,25,0,0,0,0,0,0,Easy
8...563.9..7...6.....8.2..4.8....9....42....8.7.....5..9.......645....2.2...3....,24,46,17,0,0,0,0,2,2,Expert
9.....6.......7.25...6..8.1..3.98..7..1...2.85.73..9......1....1.....5.2...52...9,26,40,15,0,0,0,0,0,0,Easy
21..348..4....86.3.........9.28.54.6....2..1...534...9......392.......5.8....2...,27,49,5,0,0,0,0,0,0,Easy
.....5.34.....9...692......9.......7..3......4.7..68......83.75.2.5.764...9......,24,53,4,1,0,0,0,0,0,Intermediate
83...7...5.62......7.5...89..1..5.2.6..71.........21.......6..........9....1.865.,24,53,4,1,0,0,0,0,0,Intermediate
...13..6......4.5.3...2.9....1.7...3.27........35...9......3..7..........5..694..,22,81,27,3,0,3,0,8,12,Expert
.....28..1....7..2..8.1...77.3......9..124....1.....686....3.....768......197....,25,38,18,0,0,0,0,0,0,Easy
.4.6.........7...21.........12..7..8..3...4..5...8....6..3.4...4..8...15.28..56..,24,38,19,0,0,0,0,0,0,Easy
.2.6....89..5....3..3.8.7.....8.3...7....2..........5.19....3...82..197...53...21,26,49,17,1,0,0,1,2,2,Expert
...8.....2....5.6..5..69..8.....12.9.4..2.....8.....46....72....7...6.8.....5..91,24,37,20,0,0,0,0,0,0,Easy
...5.8.....4.1.8............45.6..9...2.8143.9......21..1..6...5......1.86...39..,25,45,11,0,0,0,0,0,0,Easy
.......6.4.......2.1.3.75....6.124......39.1...57....9....9.35........2..7..4....,23,57,11,0,1,3,1,2,2,Expert
876........231..........5.7.14..3..5.27..4...5........4..6.21.....5.8..2.....14.8,26,44,11,1,0,0,0,0,0,Intermediate
6.4..3......6.9....98.5....4.1.......2.....89...4.2..3.......9..4..81...2.3..5..6,24,45,11,1,1,5,1,1,0,Expert
..7.6....4.......85..3.......254.7..3.4.79.8.9....2..4..9..35...5....8....3..7..9,26,137,20,2,2,2,1,16,30,Expert
..8.2..9.9174.........5....3.92.8.57.....41...8.5...3....197...7.2.....8..1.8....,27,43,10,1,0,0,0,1,0,Expert
...2...3.....8.9.6....34......9...27...14.......7.8.9187.......69...7.1.1..4..6..,25,45,10,0,0,0,0,1,0,Expert
.......3....865..227..1.6.5..3.............7.7..62.9.161...7...32.9........5....6,25,35,21,0,0,1,0,0,0,Intermediate
..724.5...5...9.2...6.7..9...........8..5...1.......65..5..7..87..5.1..6.64.2....,25,41,18,0,1,1,1,3,2,Expert
..3.1..951....2....64.53.1.....27156...1..............7.2.6.......7..4..69...4...,25,40,16,0,0,5,0,0,0,Intermediate
......6...6..3.8.4..5.4..2..9465.2..831......6..8...9..1.96......8..2....2...1...,26,52,3,0,0,0,0,0,0,Easy
...1.........259........78.2..4..1.5.8....3..53.9.2......57.........3.74.9..415..,25,48,8,0,0,0,0,0,0,Easy
....9..2.1.9.5......48.3...3....8.......1.4.....5..28.5....7....3....7.1.17.2985.,26,81,23,0,0,5,0,9,10,Expert
.....6..4......956.7........3..58..98.4.7.5..96...4...4......7.3..........82.5.43,25,44,24,4,0,2,0,2,2,Expert
5.3.......8...2...72.........5.219...4.3.9.5..3...8.7.......8...1.974.3.4.9......,25,40,15,1,0,0,0,1,0,Expert
85..4.2.....6.....34..9..8.....72...2..4.537.......6.2..2......539............5.9,24,36,21,1,0,0,0,0,0,Intermediate
9783...............2...7........61....3.92.5....17..8...6.....33.576..9.79...8...,25,30,26,0,0,0,0,0,0,Easy
.7.1.......13..9..4.9...2..........6.4.2......286.7..4.....2...18.936....36.8....,25,43,12,3,1,2,1,1,0,Expert
.....23.98.......7..............9.42.2.716...1.9.8.7.6.14.63.........431.....8.9.,26,47,8,0,0,0,0,0,0,Easy
.8...4...93...1..82.....415...58.....29.43.7.7..9.2.5.3....8............84......1,26,41,13,0,0,0,0,1,0,Expert
8..49.7.64...1.85.........9......29...5....1.....816.71.46......8.......5.2..7...,25,55,12,0,2,2,0,2,2,Expert
4....9.1..6.2....71...73..5............9.25.3.5..316...39.........4...7.7......2.,24,28,26,0,0,0,0,3,0,Expert
34..82...8.....9...5.7.....41.....3....94..2...8.3..5.....23...5........781.9....,24,54,3,0,0,0,0,0,0,Easy
9.54...2...........7.39...11....3.62.5.9.....3.2.467..51..7.......5.......7.6..4.,26,48,16,2,1,3,1,3,2,Expert
.9...3.5..5..9.4.....2...3.8..1....22.5...........28.46...8.34...954......1......,24,34,23,0,0,0,0,0,0,Easy
...4..1..........5......27836...4...8.7.13.5...176.3.....2...36......4824....5...,26,55,0,0,0,0,0,0,0,Simple
3......2...7.8..5.8..2.596...96........43.........24.........82..3..85......963..,24,45,12,0,0,0,0,0,0,Easy
4.9..1.7.2...7..6...729.............9..36.5....615.74......2..5.3.6..12..........,25,58,19,1,0,2,0,2,2,Expert
.18....69..32.....6.......8...1.9..2....6..4.96...7....8......17..8..2...32......,23,203,21,6,1,2,0,28,54,Expert
98.1.6.........8..1.......6...5...4...12...6862...9...8.9........5.239......14...,24,39,18,0,0,0,0,0,0,Easy
..2..3.........71.1.........9.5......1...79.3.25.6.4...7.12634........9..5.7..6..,25,36,19,1,0,2,0,1,0,Expert
....4..3.......8.........5.....1.9..61....28.9...681...24.....1..5..46....329...4,24,51,6,4,0,0,0,0,0,Intermediate
..1..5......4...15.....39....5.......9....7.42......6.52.9...4397..462..........9,24,35,21,3,1,2,1,1,0,Expert
2..........1.9.....9...4....4.1.8..2.23........86.7......78..4.98.....36.....61.7,24,42,15,2,0,0,0,0,0,Intermediate
.....68.1..4....725....2.....6.38....43..56.7....6..4.......513...25..8.....7...4,26,48,7,0,0,0,0,0,0,Easy
6...3.....5.42.....981.5....6..8.91.8.....5.3..9.....4.......2.3.6..2..958...4.6.,27,46,8,0,0,0,0,0,0,Easy
....4..6.1...72.9....6..5.....2.....68.5.1.42.9...7.....61....8...9...7.9...8642.,27,50,19,1,0,0,0,2,2,Expert
6.27.......1.5......3......3..4...5....1...92...29.7......7.5.9..63...4..4..2..1.,24,42,15,0,0,0,0,0,0,Easy
.....648..........3.4.786..7.8......45.....2..63.8......6....5..2.5..1.6...3....7,24,43,14,0,0,0,0,0,0,Easy
..16...9...9.....23..1..84....86...3...21..............2...6..486...9...4..32...5,24,44,13,0,0,0,0,0,0,Easy
.......16...5..8..1..8.......5..4.9...1..94.3.9..7..615.3.86..4.........98.4..3..,26,32,22,3,0,0,0,1,0,Expert
..21.36.....69...8....4....598..21......84....3.9.......45....2.......3.3....194.,25,50,6,0,0,0,0,0,0,Easy
8...2.4.6.........2.48.5....79...2...3...79.56...........7....9....4958.....826.7,26,42,20,2,0,3,0,2,2,Expert
.....9...49.361..7167...3...1..2.4..3......299.6....3....7.2......4..6..2...5.9..,27,38,16,3,0,0,0,0,0,Intermediate
.8.......61.94..83.....36...6..3.41.87.........5.7...........9..5.7.9.6..94.6...5,26,50,16,5,0,1,0,3,2,Expert
....5......64.15.......8621.5....13.......4.7....7..6.6.......871..35.....2..7.53,26,49,6,0,0,0,0,0,0,Easy
..1..3......48..91.....56.7...3.6.7....8..4.99......3583..6.5.........4...7.....6,25,51,5,0,0,0,0,0,0,Easy
6...2.35...483.9....9.....4..2........63.5..8.3.4...9........8..1..9....54...1...,24,34,22,0,0,0,0,1,0,Expert
17.8...4...85.........9......6.....4.....7.5.....3..76.59...6.1.....8.3..836.9...,24,50,7,0,0,0,0,0,0,Easy
..56....727........43..1...8.13.47...3.1...4.....62...7.6...48.52.....6.....2....,26,42,18,1,0,1,0,2,2,Expert
.....8.25..6.3..799..12.6.......9......7.1..6.37.......9......231.....9.87..5....,25,39,17,3,0,1,0,0,0,Intermediate
1.3...5....71..2..84.7..................2.1.7.....9....9...47.8.2...843....931.2.,25,46,9,1,0,1,1,1,0,Expert
6....19.88.....4...97.......8.643.....4.2.8..7..81.63......97......6........8..19,26,39,16,0,0,0,0,0,0,Easy
9.8..5.....1.4.......2...51..98..74.3...9...2....51.3.2....94....748.....4.3.....,26,38,16,1,1,2,0,1,0,Expert
.7.9...61.1847....36.1......8......9.9.8..32.4.2......6.13..74.........3..76.....,27,44,10,2,1,2,1,0,0,Intermediate
.4.6....5.....4....71....2.9....36.1..52..9....3....4....47........2..39....5...6,23,51,7,0,0,0,0,0,0,Easy
